"month","division","line","day_type","reporting_category","delays"
"2024-02-01","B DIVISION","Q","1","Police & Medical","173"
"2024-02-01","B DIVISION","Q","1","Infrastructure & Equipment","435"
"2024-02-01","B DIVISION","Q","1","Planned ROW Work","353"
"2024-02-01","B DIVISION","Q","1","External Factors","73"
"2024-02-01","B DIVISION","Q","2","Planned ROW Work","146"
"2024-02-01","B DIVISION","Q","2","Crew Availability","62"
"2024-02-01","B DIVISION","Q","2","External Factors","1"
"2024-02-01","B DIVISION","Q","2","Operating Conditions","93"
"2024-02-01","B DIVISION","Q","2","Police & Medical","59"
"2024-02-01","B DIVISION","Q","2","Infrastructure & Equipment","162"
"2024-02-01","B DIVISION","R","1","Crew Availability","236"
"2024-02-01","B DIVISION","R","1","External Factors","13"
"2024-02-01","B DIVISION","R","1","Planned ROW Work","329"
"2024-02-01","B DIVISION","R","1","Police & Medical","297"
"2024-02-01","B DIVISION","R","1","Infrastructure & Equipment","463"
"2024-02-01","B DIVISION","R","1","Operating Conditions","126"
"2024-02-01","B DIVISION","R","2","Police & Medical","73"
"2024-02-01","B DIVISION","R","2","Crew Availability","80"
"2024-02-01","B DIVISION","R","2","Infrastructure & Equipment","48"
"2024-02-01","B DIVISION","R","2","External Factors","2"
"2024-02-01","B DIVISION","R","2","Planned ROW Work","234"
"2024-02-01","B DIVISION","R","2","Operating Conditions","27"
"2024-02-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","4"
"2024-02-01","B DIVISION","S Fkln","2","Police & Medical","7"
"2024-02-01","B DIVISION","S Fkln","2","Infrastructure & Equipment","13"
"2024-02-01","B DIVISION","S Rock","1","Operating Conditions","8"
"2024-02-01","B DIVISION","S Rock","1","Planned ROW Work","7"
"2024-02-01","B DIVISION","S Rock","1","Infrastructure & Equipment","15"
"2024-02-01","B DIVISION","S Rock","1","Police & Medical","4"
"2024-02-01","B DIVISION","S Rock","1","External Factors","46"
"2024-02-01","B DIVISION","S Rock","2","Infrastructure & Equipment","12"
"2024-02-01","B DIVISION","S Rock","2","Crew Availability","1"
"2024-02-01","B DIVISION","S Rock","2","Police & Medical","5"
"2024-02-01","B DIVISION","S Rock","2","External Factors","32"
"2024-02-01","B DIVISION","S Rock","2","Planned ROW Work","1"
"2024-02-01","B DIVISION","S Rock","2","Operating Conditions","2"
"2024-03-01","A DIVISION","1","1","External Factors","42"
"2024-03-01","A DIVISION","1","1","Operating Conditions","275"
"2024-03-01","A DIVISION","1","1","Infrastructure & Equipment","733"
"2024-03-01","A DIVISION","1","1","Police & Medical","417"
"2024-03-01","A DIVISION","1","1","Crew Availability","44"
"2024-03-01","A DIVISION","1","1","Planned ROW Work","491"
"2024-03-01","A DIVISION","1","2","Operating Conditions","35"
"2024-03-01","A DIVISION","1","2","Crew Availability","13"
"2024-03-01","A DIVISION","1","2","Planned ROW Work","42"
"2024-03-01","A DIVISION","1","2","Infrastructure & Equipment","67"
"2024-03-01","A DIVISION","1","2","External Factors","6"
"2024-03-01","A DIVISION","1","2","Police & Medical","123"
"2024-03-01","A DIVISION","2","1","Police & Medical","568"
"2024-03-01","A DIVISION","2","1","Infrastructure & Equipment","488"
"2024-03-01","A DIVISION","2","1","Planned ROW Work","473"
"2024-03-01","A DIVISION","2","1","Crew Availability","43"
"2024-03-01","A DIVISION","2","1","Operating Conditions","445"
"2024-03-01","A DIVISION","2","1","External Factors","19"
"2024-03-01","A DIVISION","2","2","External Factors","47"
"2024-03-01","A DIVISION","2","2","Infrastructure & Equipment","139"
"2024-03-01","A DIVISION","2","2","Operating Conditions","437"
"2024-03-01","A DIVISION","2","2","Crew Availability","16"
"2024-03-01","A DIVISION","2","2","Police & Medical","153"
"2024-03-01","A DIVISION","2","2","Planned ROW Work","136"
"2024-03-01","A DIVISION","3","1","Planned ROW Work","78"
"2024-03-01","A DIVISION","3","1","External Factors","20"
"2024-03-01","A DIVISION","3","1","Police & Medical","261"
"2024-03-01","A DIVISION","3","1","Operating Conditions","253"
"2024-03-01","A DIVISION","3","1","Infrastructure & Equipment","272"
"2024-03-01","A DIVISION","3","1","Crew Availability","31"
"2024-03-01","A DIVISION","3","2","Operating Conditions","197"
"2024-03-01","A DIVISION","3","2","Planned ROW Work","218"
"2024-03-01","A DIVISION","3","2","External Factors","7"
"2024-03-01","A DIVISION","3","2","Infrastructure & Equipment","132"
"2024-03-01","A DIVISION","3","2","Police & Medical","111"
"2024-03-01","A DIVISION","3","2","Crew Availability","12"
"2024-03-01","A DIVISION","4","1","Police & Medical","530"
"2024-03-01","A DIVISION","4","1","Operating Conditions","254"
"2024-03-01","A DIVISION","4","1","External Factors","1"
"2024-03-01","A DIVISION","4","1","Crew Availability","56"
"2024-03-01","A DIVISION","4","1","Planned ROW Work","221"
"2024-03-01","A DIVISION","4","1","Infrastructure & Equipment","498"
"2024-03-01","A DIVISION","4","2","Infrastructure & Equipment","171"
"2024-03-01","A DIVISION","4","2","Operating Conditions","113"
"2024-03-01","A DIVISION","4","2","Crew Availability","12"
"2024-03-01","A DIVISION","4","2","Police & Medical","134"
"2024-03-01","A DIVISION","4","2","Planned ROW Work","156"
"2024-03-01","A DIVISION","5","1","Crew Availability","25"
"2024-03-01","A DIVISION","5","1","Planned ROW Work","138"
"2024-03-01","A DIVISION","5","1","Police & Medical","617"
"2024-03-01","A DIVISION","5","1","External Factors","17"
"2024-03-01","A DIVISION","5","1","Infrastructure & Equipment","438"
"2024-03-01","A DIVISION","5","1","Operating Conditions","272"
"2024-03-01","A DIVISION","5","2","Planned ROW Work","16"
"2024-03-01","A DIVISION","5","2","Police & Medical","51"
"2024-03-01","A DIVISION","5","2","External Factors","1"
"2024-03-01","A DIVISION","5","2","Operating Conditions","64"
"2024-03-01","A DIVISION","5","2","Infrastructure & Equipment","53"
"2024-03-01","A DIVISION","5","2","Crew Availability","9"
"2024-03-01","A DIVISION","6","1","Infrastructure & Equipment","1,124"
"2024-03-01","A DIVISION","6","1","Planned ROW Work","325"
"2024-03-01","A DIVISION","6","1","Police & Medical","1,396"
"2024-03-01","A DIVISION","6","1","Crew Availability","39"
"2024-03-01","A DIVISION","6","1","External Factors","10"
"2024-03-01","A DIVISION","6","1","Operating Conditions","860"
"2024-03-01","A DIVISION","6","2","Infrastructure & Equipment","144"
"2024-03-01","A DIVISION","6","2","Operating Conditions","270"
"2024-03-01","A DIVISION","6","2","Planned ROW Work","145"
"2024-03-01","A DIVISION","6","2","Crew Availability","24"
"2024-03-01","A DIVISION","6","2","External Factors","2"
"2024-03-01","A DIVISION","6","2","Police & Medical","171"
"2024-03-01","A DIVISION","7","1","Planned ROW Work","128"
"2024-03-01","A DIVISION","7","1","Infrastructure & Equipment","217"
"2024-03-01","A DIVISION","7","1","Crew Availability","42"
"2024-03-01","A DIVISION","7","1","Police & Medical","287"
"2024-03-01","A DIVISION","7","1","Operating Conditions","67"
"2024-03-01","A DIVISION","7","2","Planned ROW Work","61"
"2024-03-01","A DIVISION","7","2","Operating Conditions","11"
"2024-03-01","A DIVISION","7","2","Infrastructure & Equipment","30"
"2024-03-01","A DIVISION","7","2","Crew Availability","17"
"2024-03-01","A DIVISION","7","2","Police & Medical","24"
"2024-03-01","A DIVISION","S 42nd","1","Planned ROW Work","2"
"2024-03-01","A DIVISION","S 42nd","1","Crew Availability","1"
"2024-03-01","A DIVISION","S 42nd","1","Police & Medical","3"
"2024-03-01","A DIVISION","S 42nd","1","Operating Conditions","1"
"2024-03-01","A DIVISION","S 42nd","1","Infrastructure & Equipment","2"
"2024-03-01","A DIVISION","S 42nd","2","Police & Medical","15"
"2024-03-01","A DIVISION","S 42nd","2","Crew Availability","2"
"2024-03-01","B DIVISION","A","1","Planned ROW Work","546"
"2024-03-01","B DIVISION","A","1","Infrastructure & Equipment","730"
"2024-03-01","B DIVISION","A","1","External Factors","119"
"2024-03-01","B DIVISION","A","1","Crew Availability","190"
"2024-03-01","B DIVISION","A","1","Operating Conditions","304"
"2024-03-01","B DIVISION","A","1","Police & Medical","371"
"2024-03-01","B DIVISION","A","2","Planned ROW Work","264"
"2024-03-01","B DIVISION","A","2","Operating Conditions","64"
"2024-03-01","B DIVISION","A","2","Infrastructure & Equipment","170"
"2024-03-01","B DIVISION","A","2","Crew Availability","64"
"2024-03-01","B DIVISION","A","2","Police & Medical","112"
"2024-03-01","B DIVISION","A","2","External Factors","24"
"2024-03-01","B DIVISION","B","1","Infrastructure & Equipment","510"
"2024-03-01","B DIVISION","B","1","Police & Medical","279"
"2024-03-01","B DIVISION","B","1","Crew Availability","95"
"2024-03-01","B DIVISION","B","1","Planned ROW Work","194"
"2024-03-01","B DIVISION","B","1","Operating Conditions","219"
"2024-03-01","B DIVISION","B","1","External Factors","14"
"2024-03-01","B DIVISION","C","1","External Factors","3"
"2024-03-01","B DIVISION","C","1","Police & Medical","337"
"2024-03-01","B DIVISION","C","1","Planned ROW Work","129"
"2024-03-01","B DIVISION","C","1","Operating Conditions","392"
"2024-03-01","B DIVISION","C","1","Infrastructure & Equipment","624"
"2024-03-01","B DIVISION","C","1","Crew Availability","83"
"2024-03-01","B DIVISION","C","2","Operating Conditions","109"
"2024-03-01","B DIVISION","C","2","Crew Availability","28"
"2024-03-01","B DIVISION","C","2","Planned ROW Work","268"
"2024-03-01","B DIVISION","C","2","Police & Medical","70"
"2024-03-01","B DIVISION","C","2","Infrastructure & Equipment","132"
"2024-03-01","B DIVISION","D","1","Operating Conditions","263"
"2024-03-01","B DIVISION","D","1","Planned ROW Work","462"
"2024-03-01","B DIVISION","D","1","Crew Availability","183"
"2024-03-01","B DIVISION","D","1","Police & Medical","329"
"2024-03-01","B DIVISION","D","1","Infrastructure & Equipment","449"
"2024-03-01","B DIVISION","D","1","External Factors","8"
"2024-03-01","B DIVISION","D","2","Infrastructure & Equipment","71"
"2024-03-01","B DIVISION","D","2","Crew Availability","76"
"2024-03-01","B DIVISION","D","2","Operating Conditions","57"
"2024-03-01","B DIVISION","D","2","Planned ROW Work","263"
"2024-03-01","B DIVISION","D","2","External Factors","8"
"2024-03-01","B DIVISION","D","2","Police & Medical","74"
"2024-03-01","B DIVISION","E","1","Police & Medical","424"
"2024-03-01","B DIVISION","E","1","Crew Availability","55"
"2024-03-01","B DIVISION","E","1","Infrastructure & Equipment","726"
"2024-03-01","B DIVISION","E","1","Operating Conditions","244"
"2024-03-01","B DIVISION","E","1","Planned ROW Work","1,082"
"2024-03-01","B DIVISION","E","1","External Factors","1"
"2024-03-01","B DIVISION","E","2","Crew Availability","44"
"2024-03-01","B DIVISION","E","2","Police & Medical","63"
"2024-03-01","B DIVISION","E","2","Infrastructure & Equipment","57"
"2024-03-01","B DIVISION","E","2","Planned ROW Work","171"
"2024-03-01","B DIVISION","E","2","Operating Conditions","40"
"2024-03-01","B DIVISION","F","1","Operating Conditions","356"
"2024-03-01","B DIVISION","F","1","Planned ROW Work","1,005"
"2024-03-01","B DIVISION","F","1","Police & Medical","523"
"2024-03-01","B DIVISION","F","1","Infrastructure & Equipment","869"
"2024-03-01","B DIVISION","F","1","Crew Availability","208"
"2024-03-01","B DIVISION","F","1","External Factors","26"
"2024-03-01","B DIVISION","F","2","Crew Availability","31"
"2024-03-01","B DIVISION","F","2","External Factors","9"
"2024-03-01","B DIVISION","F","2","Operating Conditions","40"
"2024-03-01","B DIVISION","F","2","Infrastructure & Equipment","92"
"2024-03-01","B DIVISION","F","2","Police & Medical","76"
"2024-03-01","B DIVISION","F","2","Planned ROW Work","254"
"2024-03-01","B DIVISION","G","1","Crew Availability","86"
"2024-03-01","B DIVISION","G","1","Operating Conditions","196"
"2024-03-01","B DIVISION","G","1","Police & Medical","175"
"2024-03-01","B DIVISION","G","1","Infrastructure & Equipment","163"
"2024-03-01","B DIVISION","G","1","Planned ROW Work","489"
"2024-03-01","B DIVISION","G","2","Police & Medical","56"
"2024-03-01","B DIVISION","G","2","Operating Conditions","32"
"2024-03-01","B DIVISION","G","2","Planned ROW Work","79"
"2024-03-01","B DIVISION","G","2","Crew Availability","4"
"2024-03-01","B DIVISION","G","2","Infrastructure & Equipment","14"
"2024-03-01","B DIVISION","G","2","External Factors","2"
"2024-03-01","B DIVISION","JZ","1","External Factors","14"
"2024-03-01","B DIVISION","JZ","1","Infrastructure & Equipment","145"
"2024-03-01","B DIVISION","JZ","1","Crew Availability","75"
"2024-03-01","B DIVISION","JZ","1","Operating Conditions","133"
"2024-03-01","B DIVISION","JZ","1","Planned ROW Work","261"
"2024-03-01","B DIVISION","JZ","1","Police & Medical","253"
"2024-03-01","B DIVISION","JZ","2","Planned ROW Work","28"
"2024-03-01","B DIVISION","JZ","2","Infrastructure & Equipment","60"
"2024-03-01","B DIVISION","JZ","2","Crew Availability","37"
"2024-03-01","B DIVISION","JZ","2","External Factors","29"
"2024-03-01","B DIVISION","JZ","2","Operating Conditions","28"
"2024-03-01","B DIVISION","JZ","2","Police & Medical","113"
"2024-03-01","B DIVISION","L","1","Infrastructure & Equipment","290"
"2024-03-01","B DIVISION","L","1","Police & Medical","110"
"2024-03-01","B DIVISION","L","1","Planned ROW Work","303"
"2024-03-01","B DIVISION","L","1","Operating Conditions","4"
"2024-03-01","B DIVISION","L","1","Crew Availability","122"
"2024-03-01","B DIVISION","L","2","Planned ROW Work","22"
"2024-03-01","B DIVISION","L","2","Police & Medical","18"
"2024-03-01","B DIVISION","L","2","Infrastructure & Equipment","69"
"2024-03-01","B DIVISION","L","2","Crew Availability","21"
"2024-03-01","B DIVISION","L","2","Operating Conditions","5"
"2024-03-01","B DIVISION","M","1","External Factors","16"
"2024-03-01","B DIVISION","M","1","Police & Medical","93"
